Column1;areal;befolkning;beskrivelse;besteget;dato;hoyde2;hoyde;kommunenavn;kommunenr;lat;lng;topp;length;dateandtime;tottime;stop_time;walk_time;pause_faktor;avg_speed;elediff;climbing;steepness;climbingrate;kupert_faktor;topptur_faktor;Walk;Ski;Cycle;startPointLat;startPointLon;endPointLat;endPointLon;closestPoint;Dublicate;crc32_hash
279;369.44;7353;;USANN;;851.9;852.0;Løten;415;61.03655901;11.25998649;Gitvola;;;;;;;;;;;;;;;;;;;;;;;
0;168.54;12677;Det ble tur til Malviks høyeste punkt i helgen. Turen startet ved skytebanen i Møstadmarka, og fulgte en skogsbilvei de første kilometerene. Deretter ble det a ta seg over litt myrer og kravle seg oppover med fjellskiene i snøen som la i furuskogen. På toppen av Baklifjell var det bra utsikt i alle retninger. Det høyeste punktet i selve Malvik la i skraningen pa vei nedover fra Baklifjell.;SANN;20.02.2011;624.2;620.0;Malvik;1663;63.31305273;10.91398699;Rygg nord for Baklifjellet;7.66;2011-02-19 11:26:45;2:51:03;1:07:22;1:43:41;39.4;4.43;412.4;468.4;122.3;9.0;1.14;60.1;0.0;7661.6;0.0;63.330226898;10.884843826;63.331069946;10.888979912;15.598249584229958;USANN;2784864413.0
422;222.44;14960;;USANN;;315.5;315.0;Mandal;1002;58.11264817;7.438023989;Svolheia;;;;;;;;;;;;;;;;;;;;;;;
40;412.9;3476;Bilen ble parkert omtrent på kommunegrensen mellom Marker og Rakkestad sør for Linnekleppen. Der er det skiltet 3,5 km til Linnekleppen, og godt med parkeringsplasser. Det er sti hele veien, og informasjonstavler underveis som forklarer blant annet om vannets kretsløp og om frø og avl i landbruket. På Linnekleppen står det et branntårn, men siden det ikke akkurat er tørt i skogen for tiden, var det stengt og ikke mulig å komme opp i. Det var allikevel god utsikt over Østfolds skoger på toppen, og tilrettelagt med grillplass for den som ønsker det. Se også Rakkestad;SANN;12.07.2012;326.0;325.0;Marker;119;59.36570262;11.58320256;Linnekleppen;6.49;2012-07-12 11:11:26;2:17:47;0:41:55;1:35:52;30.4;4.06;182.7;286.0;88.1;6.0;1.57;56.2;6489.5;0.0;0.0;59.3416172918;11.573324874;59.3417169526;11.5733588208;3.708998819105229;USANN;4163004160.0
423;395.01;2227;;USANN;;511.7;512.0;Marnardal;1021;58.41306948;7.62728353;Ørteknappknuten;;;;;;;;;;;;;;;;;;;;;;;
293;556.5;1672;;USANN;;1068.0;1070.0;Masfjorden;1266;60.9574455;5.84673113;Årsdalsryggen sør (på grensa);;;;;;;;;;;;;;;;;;;;;;;
96;92.59;6824;Parkerte ved en møtelomme, som hadde plass til ihvertfall parkering av 3-4 biler. Tok nærmeste sti fra P-plassen som førte mot toppen. Dette skulle vise seg å være en feiltakelse for stien stoppet etter et par hundre meter og jeg ble gående sikksakking utenfor stier opp gjennom lia, under og rundt et klatrefelt før jeg kom inn på en sti som hadde startet 100 meter videre langs veien. Denne stien var tydelig og lett og følge opp til varden på toppen. Rakk akkurat å skrive meg inn i toppboka som forøvrig var fullstendig fullskrevet før det kom noen dråper regn. I T-skjorte og shorts ble litt kaldt å bruke for lang tid på toppen, men fikk raskt varmen tilbake med småjogg tilbake til bilen. Ned fulgte jeg stien hele veien og unngikk kavingen gjennom skogen.;SANN;22.07.2018;324.4;324.0;Meland;1256;60.58461956;5.052544906;Eldsfjellet;2.42;2018-07-22 13:38:07;0:38:12;0:04:50;0:33:22;12.7;4.35;271.1;295.1;244.0;17.7;1.09;83.0;2418.9;0.0;0.0;60.5810397584;5.0665619876;60.5810216535;5.0666515063;2.4978151989244477;USANN;711878223.0
51;613.35;3903;På 2. forsøk ble Resfjellet besteget. Fjorårets mislykkede bestigning stoppet i tett tåke og sterk vind ca. en kilometer fra toppen. I år gikk det raskt og greit i vindstille vær på skareføre. Startet fra parkeringsplassen kalt Kåsan. Der var det skiltet Resfjellet 7 km. Fjorårets skismøring supplert med litt blå ekstra gjorde at skiene ikke var spesielt bakglatte over myrene inn til der det begynte å gå brattere oppover. Der ble skiene festet fast på ryggesekken, og labbet så videre på føttene strakeste veien mot det som så ut som høyeste punktet. Skaren bar godt selv uten ski på føttene. Nedturen ble en stor suksess. Store vindblåste flater med 3 mm styresnø og helt uten gjennomslagsføre innbydde til fin fart tilbake til bilen.;SANN;19.01.2013;1165.0;1161.0;Meldal;1636;63.00009693;9.593103872;Resfjellet;12.52;2013-01-19 09:57:18;2:04:20;0:19:32;1:44:48;15.7;7.17;692.6;693.6;110.8;13.2;1.0;59.6;0.0;12520.0;0.0;62.9652580339;9.6487834956;62.9652478918;9.6487863455;3.201536190746846;USANN;260968885.0
1;694.66;15028;Toppen av Rensfjellet er vel igrunn ikke Melhus sitt høyeste punkt hvis man titter veldig nøye etter på kartene. Det høyeste punktet i Melhus ligger i skråningen opp til Rensfjellet, og i den skråningen har jeg ikke vært... EBC sin jury velger allikevel å godkjenne skituren opp til Rensfjellet som en godkjent kommunetopp, siden kjentmannsmerket i Melhus også bruker denne toppen. Bilen ble parkert ved Håen og etterpå gikk turen langs snøscooterspor til Oksdalbroa. Derifra ble fellene tatt på, og toppen besteget. Nedoverturen ble spennende. Det øverste snølaget var fullstendig islagt, og dermed knallhardt og vanskelig å styre på. Det var ikke bare skiløpere som slet med det harde og glatte underlaget. På turen lå døde lemen strødd i skisporet. De hadde antakelig strøket med av utmattelse etter å ha sklidd rundt på isen, og ikke kommet seg dit de ønsket.;SANN;27.02.2011;929.3;930.0;Melhus;1653;63.14358542;10.71615988;Rensfjellet nordvest (på grensa);28.53;2011-02-27 10:23:04;5:42:28;1:23:20;4:19:08;24.3;6.61;541.6;860.8;60.3;6.6;1.59;57.5;0.0;28532.1;0.0;63.11662674;10.529236794;63.116588593;10.528749466;337.38886577182205;USANN;2315444094.0
341;873.89;6650;;USANN;;1636.5;1640.0;Meløy;1837;66.73234454;14.41763763;Skjelatind;;;;;;;;;;;;;;;;;;;;;;;
25;1273.41;2503;Det hadde vært mildt lenge, så satset på at litt av snøen i høyden hadde smeltet igjen og satte kursen mot Fongen, dobbeltopp på grensen mellom Meråker og Selbu. Kjørte til Flora og oppover en bomvei (30 kr) fra Sollia. Parkerte ved stien som førte til Nedre Måltopptjenna. Lørdag gikk vi inn til Schulzhytta, som vi kanskje ikke så overraskende hadde for oss selv selvom været var fint på lørdagen. Dagene begynner å bli ganske korte i november, så siden turen startet ganske sent var det kjekt med god hodelykt og gps for å finne hytta. Søndag stod vi opp i sekstiden for å ha mest mulig dagslys. Vi gikk opp Ramskaret og fulgte ryggen over 1045 kollen opp til toppen. På vei oppover var det ett par illsinte lemen som prøvde å skremme oss ned igjen, men vi lot oss ikke stoppe. Etterhvert begynte vi å møte litt snø, men stort sett bar den ganske godt, og det var bare noen steder man fallt gjennom til hofta. På toppen var det grått, litt regn i lufta, og ingen utsikt. Satte så kursen tilbake mot bilen, og så en flokk med reinsdyr på ned fra Fongen. Mot slutten av turen begynte mørke å komme krypende igjen, men fant mer eller mindre tilfeldig en ganske god sti som tok oss greit nesten helt tilbake til bilen. Det ble en lang tur så det smakte utmerket med spis så mye du vil buffet på Vertshuset Caroline i Flora ved veis ende. ;SANN;06.11.2011;1441.4;1441.0;Meråker;1711;63.18069937;11.63079829;Fongen;43.3;2011-11-05 12:52:19;1 day, 3:48:22;16:18:29;11:29:53;58.6;3.77;1012.3;2082.7;96.2;6.0;2.06;70.8;43304.4;0.0;0.0;63.1185920443;11.3811925426;63.1186396535;11.3812310155;2.778557303514161;SANN;46958194.0
69;94.75;1968;Parkerte bilen ved en motorcrossbane i nærheten av Sør-Heggdal, og startet turen med å følge skiltingen mot Opstadhornet. Den nederste delen av turen gikk på en kjerrevei, som etterhvert gikk over til å bli en sti. På veien møtte jeg en mann som kom nedover. Han fortalte at han hadde planlagt å gå opp på Opstadhornet, men skyene hadde hengt lavt og han var blitt skremt ned igjen av regnværet. På en lokal dialekt påsto han at det ikke kom til å bli noen forbedringer i været de neste timene. Jeg svarte at litt regnvær sjeldent hadde stoppet meg, og fortsatte oppover. Jeg tok allikevel mine forholdsregler og spiste opp matpakken min slik at jeg kunne putte lommebok og mobiltelefon i plastikkposen som hadde inneholdt to doble brødskiver med syltetøy og en dobbel med kaviar. Over skoggrensen var det grått og stien forsvant mer eller mindre over myrene. Et sted lå det et skilt med Opstadhornet på bakken, og avhengig av hvordan man stilte det opp, pekte det enten til høyre eller til venstre for å komme opp på hornet. Jeg hadde planlagt å bruke kartet på GPS'en for å finne veien opp i tåka, men en formateringsfeil gjorde at GPS-kartet ikke ville åpne. Jeg tror uansett at jeg greide å velge sånn cirka beste vei opp, for tiltross for den lokale mannens advarsler om regn og mer regn, så begynte det å lysne når jeg kom høyere opp. På toppen var det selvfølgelig en turbok man kunne skrive seg inn i. Nedover valgte jeg å følge Kjerringryggane, og jeg kunne se en diger sprekk i fjellet som har påvirket beslutningene om hvor et sykehus i Molde kan bli bygd i tilfelle hele fjellsiden skal rase ut og lage tsunami i fjorden.;SANN;25.05.2015;736.7;737.0;Midsund;1545;62.69883783;6.840487093;Oppstadhornet;10.0;2015-05-25 10:09:19;2:37:38;0:14:47;2:22:51;9.4;4.2;714.7;731.1;146.3;10.2;1.02;96.7;9995.6;0.0;0.0;62.6884186082;6.7703845538;62.6883606892;6.7704454903;3.048578161994708;USANN;2522219084.0
26;1860.51;6015;En ny dobbeltopp! Det var meldt bra vær denne lørdagen, så startet tidlig fra Trondheim, og kjørte innover en bomvei (50 kr) i Synnerdalen, innerst i Budalen. Der var det en parkeringsplass og skiltet sti videre sørover til Forollhogna. Stien var lett å følge hele veien til toppen selvom mange av skiltene med Forollhogna påskrevet lå på bakken. Bakken var forøvrig frosset, så det ble ingen trønderske myrer på denne turen. Ett lemen prøvde å skremme oss vekk fra stien, men det er nå ganske søtt tiltross for sitt hissig temperament. På toppen blåste det ganske heftig, så det var gode muligheter for å teste ut hvor aerodynamisk man er. Se forøvrig også Holtålen.;SANN;12.11.2011;1332.0;1332.0;Midtre Gauldal;1648;62.67891084;10.79208686;Forolhogna;14.47;2011-11-12 09:50:20;5:06:32;1:21:46;3:44:46;26.7;3.86;577.3;678.7;93.8;6.0;1.18;43.6;14465.3;0.0;0.0;62.715510847;10.7223923877;62.7155489009;10.7222103328;0.14133773308833605;SANN;2131004021.0
294;412.14;370;;USANN;;1289.4;1292.0;Modalen;1252;61.02770004;6.04880318;Runderabben (på grensa);;;;;;;;;;;;;;;;;;;;;;;
133;517.19;12940;Kommer snart;SANN;12.07.2020;703.5;703.0;Modum;623;59.96706335;10.13304359;Lauvkollen;40.61;2020-07-12 10:38:08;3:33:37;0:18:05;3:15:32;8.5;12.46;504.9;881.4;43.4;9.0;1.75;71.4;7574.1;0.0;33031.6;59.899999;10.223919;59.821732;10.115359;2.66466512977367;USANN;207952343.0
71;363.12;25089;Jeg hadde tatt en god titt på veikartet før jeg startet kjøreturen mot Skåla, men det skulle visst vise seg at veiene og minnet ikke stemte helt overens. Etter å ha endt opp i et hyttetun innerst på en skogsvei, måtte jeg noe skuffende koble opp Google Maps for å friske opp hukommelsen og finne retningen. Etter å ha kjørt noen kilometer tilbake, finner jeg tilslutt bomveien (30 kr) fra Kortgården som leder til parkeringsplassen for Skåla. Det var sti merket med Stikk-Ut fra parkeringsplassen. Stien går først over en våt, liten myr og så opp gjennom skogen. Ikke så langt etter .... vannet kommer jeg til første snøfonn som må passeres. I tåka ser den kanskje brattere ut enn den virkelig er, og en liten stemme i bakhodet hvisker du har gnagsår fra Kvannfjellet, det er tåke og vått og garantert ingen utsikt på toppen, og nå blir det bratt og glatt. Snu, bare snu, Skåla kommer ikke til å lage en tsunami i Moldefjorden med det første og du får sikkert nye sjanser til å krysse av toppen på listen din. Men i snøen jeg ser fotspor som har krysset snøfonna tidligere, og etter at jeg har spist en banan bestemmer jeg meg for å følge disse. Etter å ha krysset et par mindre bratte snøfonner og noen steinurer kommer jeg opp på et flatere snødekt område og jeg skimter plutselig et par store varder, hvorav en av de har en Stikk-ut bok. Selvom GPS'en prøver å fortelle meg at det fortsatt er 100 meter til selve toppen, synes jeg vardebeviset med Stikk-ut bok står såpass sterkt i tåka at det trumfer alle elektroniske hjelpemidler. Turen hjem fra toppen går litt lettere da jeg finner mer av orginalstien og kanskje spesielt fordi jeg kan skli ned noen av snøfonnene jeg måtte gå opp. Vel tilbake til bilen kan jeg vrenge av meg søkkvåte klær. Fingrene som var ganske kalde på toppen har fått tilbake sin vanlige farge, og jeg får uten vesentlige problemer skrelt appelsinen som har ligget i bilen og ventet på meg. Kjøreturen tilbake fra toppen ble minst like lang som turen til, fordi en tunnel som jeg var sikker på at var stengt fra fredag til søndag, faktisk var stengt fra søndag til fredag. Men aldri så galt at det ikke er godt for noe, denne ekstraturen førte meg forbi Hjelset Pizza og Grill som serverte kebabtallerken som dagens Etter-tur-mat.;SANN;29.06.2015;1127.7;1128.0;Molde;1502;62.73862867;7.618645318;Skåla;7.51;2015-06-29 13:25:11;2:43:28;0:23:15;2:20:13;14.2;3.21;968.5;990.1;263.6;14.1;1.02;85.8;7512.6;0.0;0.0;62.7620926872;7.6213845145;62.762000151;7.6214386616;8.238073264822935;USANN;917485354.0
342;118.57;1120;;USANN;;1029.0;1029.0;Moskenes;1874;67.94195253;12.93780962;Hermansdalstinden;;;;;;;;;;;;;;;;;;;;;;;
30;63.5;30265;Turen fortsatte framover fra Rygge. Dagens andre kommunetopp var Ramsjøåsen i Moss. Bilen ble parkert på en parkeringsplass for joggere et par hundre meter etter Jeløya kapell, og det var bare å spasere opp til toppen. Vi gikk på nordsiden av et lite tjern opp til toppen, men det er nok hakket finere sti på sørside av dette tjernet. Utsikten nordover var bedre enn forventet for det hadde akkurat vært skogshogst i området.. Det var en kald vind, men det var ellers fint vær, så det stoppet oss ikke fra å ha en god lunsj på toppen. Det var ett oppslag på topppunktet om at en barnehagegruppe tidligere hadde vært der, og de hadde på samme turen krysset hele Jeløya. Vi var fornøyd med kun å bestige kommunetoppen denne gangen.;SANN;26.11.2011;140.2;141.0;Moss;104;59.45495589;10.63548369;Rambergåsen;1.14;2011-11-26 12:12:05;0:48:04;0:31:31;0:16:33;65.6;4.14;49.5;70.2;123.0;8.5;1.42;36.2;1141.3;0.0;0.0;59.4517845847;10.6308343448;59.4524651952;10.6314670946;1.8516887249103136;USANN;3425290675.0
317;219.37;811;;USANN;;502.0;502.0;Mosvik;1723;63.77405587;10.84288551;Storknuken;;;;;;;;;;;;;;;;;;;;;;;
410;3321.72;6563;;USANN;;1717.1;1717.0;Målselv;1924;68.74921184;19.48789189;Njunis;;;;;;;;;;;;;;;;;;;;;;;
268;1134.42;1228;;USANN;;633.7;635.0;Måsøy;2018;70.61830672;24.97701661;Gardevarri;;;;;;;;;;;;;;;;;;;;;;;
143;769.94;1707;Etter suksess med bestigningen av Tronfjellet og en god natts søvn i seng i Meldal gikk turen videre til Øyenskavelen i Namsos. Ikke like mange høydemeter som Tronfjellet, men ellers ganske mange likheter, parkering i bunn av en grusveg, sykkel opp til en radiomast og toppen ikke så langt unna. Vegen opp til Øyenskavlen var låst med bom og litt grovere i steinsorteringen. Avstanden fra radiomasta til toppen var drøye 500 meter, så det var greit å bytte fra sykkelsko til joggesko. Været slo til her også. Litt vind, men solgløtt og god utsikt. Vindturbinene i det fjerne syntes godt. Det var trimbok på toppen der jeg var dagens første til å skrive meg inn. Med sykkel fra radiomasta og ned, gikk tilbaketuren i en fei.;SANN;20.07.2020;686.5;687.0;Namdalseid;1725;64.280268;11.08141548;Øyensskavlen;12.92;2020-07-20 14:52:19;1:19:09;0:12:57;1:06:12;16.4;11.71;551.8;557.1;86.3;16.8;1.01;80.9;1403.3;0.0;11512.1;64.25476;11.11833;64.25501;11.118528;1.4787680115388604;USANN;2550257224.0
144;777.88;12906;Bobilen ble parkert i en liten lomme langs grusveien over natta. Dette var rett før en litt overraskende bom. Med dette som utgangspunkt tok R. en rekognoseringstur til toppen på kvelden, og kunne melde om en merket snøscooterløype helt til topps som startet ved to tydelig merkede stolper litt lengre inn langs veien. Etter en god natts søvn startet jeg turen morgenen etter. Den første kilometeren brukte jeg sykkel langs veien, og fra de merkede stolpene tok jeg beina fatt. Først gjennom skog og mye myr, deretter opp på fjellet med stedvis lettgått svaberg. Nederste del av turen var merket med refleksbånd festet i trær, deretter var det tett i tett med stolper som ledet rett til topps. Rett før varden var det til og med laget en liten bru. Været på turen var skiftene, fra regnbyger til solgløtt. På toppen var utsikten grei. Forsøkte å løpe opp, men hadde mer suksess med løpingen på vei ned. Dro videre til Oasen svømmehall i Namsos for å bløte opp slitne muskler. ;SANN;21.07.2020;678.1;648.0;Namsos;1703;64.41516703;11.24721559;Hemna;13.32;2020-07-21 06:32:56;2:06:41;0:06:49;1:59:52;5.4;6.67;663.4;735.2;110.4;12.3;1.11;97.6;11152.1;0.0;2169.4;64.438403;11.28734;64.438556;11.28751;1.653190574109667;USANN;3577495935.0
150;1417.16;928;Den smale brua over Namsen var ikke bred nok for bobilen vår, og Børgefjell camping hadde sett sine bedre dager for mange år siden. Bilen ble parkert ved rasteplassen ved avkjøringen til Kalvvatnet og sykkelen ble mobilisert for første del av turen. Denne turen hadde litt av mye, først et lite stykke langs E6, deretter grusveg (med advarsel om at veien kun gikk an for terrengkjøretøy), så var det trøndersk mur, litt bjørkekratt, passering av stein dekket av bregner, gjennom blåbærlyng, passering av to snøfonner og tilslutt over goldt berg, og det var jevn stigning og rett linje mot toppen hele veien. På myrene bugnet det enkelte steder av molteblader, men så knapt et bær. I skogen skremte jeg opp flere ryper med kyllinger. Litt vind på toppen, men ikke verre enn at det fin gikk an å sitte litt i le av varden. God utsikt i alle himmelretninger. Samme veien tilbake, og bortsett fra ved en våt stein som jeg gled på og trodde kneet hadde vridd seg samtidig, gikk turen problemfritt. !! GPS-spor starter ikke fra parkeringsplass !!;SANN;28.07.2020;1167.6;1167.0;Namsskogan;1740;65.01332246;13.41667576;Gisen;20.29;2020-07-28 13:49:09;2:58:28;0:16:12;2:42:16;9.1;7.5;942.5;1010.0;99.5;12.4;1.07;81.0;7862.0;0.0;12432.1;65.015746;13.256157;65.00193;13.252401;1.684667916218486;USANN;1926146496.0
90;340.98;11128;Etter en natts akklimatisering på DNT sin Vikkelihytta var det klart for et raskt forsøk på å nå toppen av Marifjell. Jeg plukket med meg det viktigste, altså GPS og kamera, og la i vei. Fra Vikkelihytta var det bare å følge blåmerket sti med skilting til Marifjell i alle viktige stikryss. Det ble en fin løpetur i solsteika, og det var bare greit at føttene ble litt våte i enkelte myrpartier. Nesten oppe var det fortsatt noen små snøflekker som lå igjen som et minne om vinteren. På toppen var det tårn, turbok, og termometer som viste 21 grader i skyggen. Det ble samme rute tilbake til Vikkelihytta. Etter et bad i Store Vikka gikk turen tilbake til Grustaket parkering. På veien gikk vi forbi en hund som fikk tilbud om å sitte i sykkelvognen fordi den hadde blitt bitt av en huggorm. (Tur/retur Grustaket - Vikkelihytta er ikke tatt med i GPS målingene.);SANN;27.05.2018;717.4;717.0;Nannestad;238;60.3190563;10.92371592;Marifjell;9.1;2018-05-27 10:15:16;1:16:55;0:05:52;1:11:03;7.6;7.69;240.5;293.0;64.4;8.2;1.22;33.5;9102.8;0.0;0.0;60.299647;10.973069;60.299287;10.973233;2.610975234715121;USANN;1790398139.0
343;616.57;18380;;USANN;;1893.3;1894.0;Narvik;1805;68.23158197;17.87690124;Storsteinsfjellet;;;;;;;;;;;;;;;;;;;;;;;
236;369.81;2687;Turen startet ved Legestøylen (bomvei 50 kr), opp fra Årdal ved mmmfjorden. Ryggsekkene ble pakket om med proviant og klær for to netter på Longevasshytta, og så bar det i vei oppover mot hytta. Kom avgårde sent på ettermiddagen, men med god fantasi og nok 'jepsi pepsi' gikk den 2 1/2 times turen opp til hytta veldig fint. Turen forbi Stegsvannet var et lite høydepunkt der stien buktet seg forbi part som så vanskelig passerbar ut på avstand. Utenfor hytta var det plassert flere sekker, tydelige tegn på at vi ikke var alene på hytta selvom hytta var tom. Ganske riktig kom det en gjeng på 4 stykk som hadde vært nede på vannet å fisket. Vi innlosjerte oss på 5 mannsrommet som vi hadde booket på forhånd. Fredag kom vi oss avgårde mot Blåfjellet i 11-tiden. Ruten som vi hadde sett oss ut opp til Blåfjell fra Longevasshytta har nok ikke vært mye brukt, men fungerte fint. Ingen spesielt bratte partier, selvom man måtte ty til å bruke hender i enkelte korte partier. På vei oppover så vi flere lemmen. Et lemmen var til og med så stasjonært at det kunne strykes over pelsen, før det gikk over til å bli en liten hissig pelsdott. Oppe på fjellet ble det mindre bratt, og det gikk greit å finne en vei å gå. Av og til på bart fjell, og stedvis på snø. Siste delen av turen gikk langs 'trikkeskinner', to kvartsganger som førte til toppvarden. Tilbaketuren gikk omtrent langs samme spor. Så et par lemmen til, og en ørn fløy også over oss. ;SANN;19.07.2024;1390.4;1390.0;Naustdal;1433;61.64861044;6.19343363;Blåfjellet;24.32;2024-07-18 16:50:48;1 day, 22:07:31;1 day, 14:31:29;7:36:02;83.5;3.2;1067.0;1345.2;110.6;5.9;1.26;76.5;24316.0;0.0;0.0;61.593622;6.308844;61.593557;6.308895;3.6214140276627793;USANN;2024995824.0
109;121.63;22917;Kjørte bil opp Eiksetervegen, betalte 20 kroner kontant i bompenger og parkerte bilen nedenfor plassen Solvang. Uten å titte alt for mye på kartet fulgte vi Lisbekken oppover til Løken. Gikk ikke så alt for lang før vi fant ut at det ikke var korteste veien, men vinterløypa nordover fra Løken tok oss tilbake til planlagt rute. De to syklene som var med ble parkert sør for Svarthamnsetra, og derfra tok vi bena fatt. Det ble hopping fra stein til stein over søledammer, noen tok seg til og med et bad i en bekk og ble klissvåt fra topp til tå. På vei opp til Trettekollen ble det orientering gjennom skog og blåbærlyng fra kraftlinja, men Daidalos klarte ikke å stoppe oss fra å nå toppen. På vei tilbake fra toppen fant vi en mindre sti som kunne følges tilbake til stien ved kraftlinja, og deretter gikk det effektivt strakt til parkeringsplassen. ;SANN;09.07.2019;607.9;607.0;Nedre Eiker;625;59.83860578;10.08155117;Trettekollen;10.91;2019-06-09 08:52:48;4:24:36;1:35:03;2:49:33;35.9;3.86;221.2;287.6;52.7;3.4;1.3;36.6;10908.4;0.0;0.0;59.81871;10.116362;59.818694;10.11631;0.8093112317623066;USANN;4193220934.0
115;809.67;3445;På førjuls hyttetur til Haglebu og dermed en ypperlig mulighet for en siste kommunetopp før 2020. Ikke verdens beste planlegging, og det skulle vise seg allerede før man hadde kommet seg ut av bilen. Bompenger på 30 kroner, som kun kan betales med bankkort, kan stoppe selv den mest ambisiøse kommetoppsamler. Heldigvis kom det en ålreit brøytebilsjåfør, som med sitt årskort slapp bilen forbi automatbommen opp Mytevegen til parkeringsplass ved Holmevatn. Skituren innover begynte i preparerte løyper. Løypene var litt for komfortable, så ved første kryss ble preparerte løyper foretrukket framfor korteste løype. Dette skulle man betale for senere med egen løypetråkking nord for Buvatn til Gørrbu. Fra Gørrbu og til Hallingnatten var det heller ingen spor, men det var mer som forventet. Snøforholdene varierte fra 30-50 cm løssnø, til et fint lag med styresnø høyere oppe. Navigasjonsutstyr på turen bestod av gode gamle Garmina, som 900 meter før toppen besluttet at nok var nok på denne turen, og at heller ikke de to ekstra parene med reservebatteri som var tatt med skulle få henne i gang igjen. Heldigvis var varden på toppen synlig når hun streiket. 30 min senere, etter at toppbildet var tatt, kom tåka og la seg som et slør over toppen. Det var lite vind, så for å finne veien tilbake var det bare å følge skisporene. Tilbaketuren gikk mer etter opprinnelig planlagt rute. På sørsiden av Buvatn har basecamp blitt etablert. Etter litt sukkerpåfyll, er det felles marsj tilbake til bil og hyttekos.;SANN;22.12.2019;1314.3;1315.0;Nes;616;60.43391722;9.04661177;Hallingnatten;17.26;2019-12-22 10:14:03;4:12:45;0:51:21;3:21:24;20.3;5.14;429.8;478.0;55.4;4.7;1.11;32.6;0.0;17264.7;0.0;60.442473;9.147637;60.442373;9.147539;17.046693595786923;USANN;2250366363.0
199;637.35;19049;Etter en natt på Bekkestua, en gammel tømmerkoie i Romeriksåsene, durte vi videre til Nes og Ursknappen. Vi kjørte opp en grusvei forbi gården Fallet, 50 kr bomvei, og parkerte på en utfartsparkering med utedo i noe som lignet på et gammelt sandtak. S. ble med videre på sykkel. Det startet slakt oppover, før veien gjorde en u-sving opp det bratteste partiet. Etter ca. 4 km med sykling fortsatte vi til fots. Det var sti og merket mot Ursknappen hele veien til toppen. Turen gikk i skogsterreng, over noen myrer og forbi blåbærlyng. Vi kom oss fram nesten tørrskodd, men det skyldes nok mye at det var lenge siden forrige regnvær. På toppen var det bok, skiltet med Ursknappen 501 og ok utsikt i en retning. Tilbaketuren gikk adskillig raskere enn opp.;SANN;05.09.2021;504.5;501.0;Nes;236;60.33198649;11.47437293;Ursknappen;13.55;2021-09-05 10:13:35;2:15:40;0:19:16;1:56:24;14.2;6.98;302.4;339.0;50.0;5.8;1.12;58.9;5302.1;0.0;8246.5;60.300416;11.458445;60.300423;11.458431;2.2119059646513612;USANN;190582705.0
344;183.13;1808;;USANN;;921.7;922.0;Nesna;1828;66.27901865;12.84653377;Tommskjevelen;;;;;;;;;;;;;;;;;;;;;;;
83;61.49;17515;Kommer snart!;SANN;13.07.2017;215.2;220.0;Nesodden;216;59.82320296;10.65020593;Toåsen;3.13;2017-07-13 09:31:16;1:50:15;0:51:19;0:58:56;46.5;3.19;82.7;92.3;58.9;3.1;1.12;36.6;3133.0;0.0;0.0;59.820732493;10.6344342045;59.8207052518;10.6339270156;3.8216561201189885;USANN;2329944568.0
269;1436.38;893;;USANN;;520.0;520.0;Nesseby;2027;70.32953802;28.81990585;Midthaugen;;;;;;;;;;;;;;;;;;;;;;;
303;1046.32;2988;;USANN;;1964.4;1964.0;Nesset;1543;62.39644634;8.20621775;Høgbøra;;;;;;;;;;;;;;;;;;;;;;;
399;905.18;1405;;USANN;;1040.5;1049.0;Nissedal;830;59.24070313;8.32556846;Førheinutane (på grense);;;;;;;;;;;;;;;;;;;;;;;
130;186.23;21165;Etter å ha bommet litt på veien før Harestua, fant jeg bomveiene opp til den nedre parkeringsplassen ved Solobservatoriet. Der snørte jeg på meg joggeskoene og fulgte skogsbilveien videre forbi et par vann som glitret i solen. Ved veis ende begynte jeg å følge minste motstand vei som så ut til å gå langs kraftlinja, men alt av GPSer begynte raskt å pipe at jeg var på feil kurs. Jeg justerte kursen etter strekene på GPS, og etterhvert kom man da seg fram gjennom skog og myr til et sted som kunne se ut til å være det høyeste punktet i Nittedal. Litt annen vei tilbake, men med samme filosofi om å følge strekene på GPSen inntil jeg var på skogsbilveien og kunne gasse litt mer på. Fint vær på turen, måtte stoppe å duppe beina i Dampipern for å kjøle de ned. Måtte selvfølgelig også legge turen inn via selve Solobservatoriet på tilbaketuren for å se hva det var for noe.;SANN;11.06.2020;613.2;613.0;Nittedal;233;60.17797695;10.78125306;Blekketjernshøgda;9.73;2020-06-11 10:42:03;1:28:05;0:13:08;1:14:57;14.9;7.79;102.0;225.4;46.3;6.0;2.21;16.7;9727.6;0.0;0.0;60.210144;10.746747;60.210256;10.746767;4.501134837704571;USANN;1722081328.0
